Dates	XOM	XOM_Position	INTC	INTC_Position
1/7/2009	78.25	156	14.44	200
1/6/2009	80.3	156	15.37	200
1/5/2009	81.63	156	14.91	200
1/2/2009	81.64	156	15.2	200
12/31/2008	79.83	156	14.66	200
12/30/2008	78.59	156	14.69	200
12/29/2008	78.02	156	14.13	200
12/26/2008	77.19	156	14.18	200
12/24/2008	75.78	156	14.23	200
12/23/2008	75.1	156	14.07	200
12/22/2008	74.91	156	14.34	200
12/19/2008	75.02	156	14.44	200
12/18/2008	77	156	14.26	200
12/17/2008	81.06	156	15.26	200
12/16/2008	83.14	156	15.64	200
12/15/2008	79.95	156	14.59	200
12/12/2008	80.45	156	14.75	200
12/11/2008	80.02	156	14.01	200
12/10/2008	80.07	156	14.27	200
12/9/2008	78.2	156	14.3	200
12/8/2008	79.6	156	13.94	200
12/5/2008	76.6	156	13.29	200
12/4/2008	76.27	156	12.77	200
12/3/2008	78.93	156	13.66	200
12/2/2008	77.61	156	13.28	200
12/1/2008	74.31	156	12.56	200
11/28/2008	80.15	156	13.8	200
11/26/2008	80.89	156	13.97	200
11/25/2008	78.11	156	13.13	200
11/24/2008	78.8	156	13.56	200
11/21/2008	75.81	156	13.11	200
11/20/2008	68.51	156	12.23	200
11/19/2008	73.42	156	12.49	200
11/18/2008	76.33	156	13.11	200
11/17/2008	73.38	156	13	200
11/14/2008	73.68	156	13.32	200
11/13/2008	75.41	156	14.43	200
11/12/2008	68.93	156	13.52	200
11/11/2008	72.65	156	13.93	200
11/10/2008	74.02	156	14.35	200
11/7/2008	73.95	156	14.63	200
11/6/2008	69.96	156	13.87	200
11/5/2008	73.69	156	15.06	200
11/4/2008	77.49	156	16.26	200
11/3/2008	74.29	156	15.64	200
10/31/2008	74.12	156	16.031	200
10/30/2008	75.05	156	16.17	200
10/29/2008	74.65	156	14.94	200
10/28/2008	74.86	156	15.86	200
10/27/2008	66.09	156	14.25	200
10/24/2008	69.04	156	14.28	200
10/23/2008	70.39	156	14.51	200
10/22/2008	64.57	156	14.58	200
10/21/2008	71.5	156	15.25	200
10/20/2008	74.99	156	16.04	200
10/17/2008	68.04	156	15.5	200
10/16/2008	69.45	156	15.88	200
10/15/2008	62.35	156	14.99	200
10/14/2008	72.46	156	15.93	200
10/13/2008	73.08	156	16.99	200
10/10/2008	62.36	156	15.19	200
10/9/2008	68	156	15.6	200
10/8/2008	77	156	16.25	200
10/7/2008	76.07	156	16.02	200
10/6/2008	77.32	156	16.93	200
10/3/2008	77.94	156	17.31	200
10/2/2008	77.5	156	17.2	200
10/1/2008	78.58	156	18.52	200
9/30/2008	77.66	156	18.73	200
9/29/2008	74.06	156	17.27	200
9/26/2008	80.65	156	19.2	200
9/25/2008	80.67	156	18.57	200
9/24/2008	78.03	156	18.7	200
9/23/2008	77.69	156	18.63	200
9/22/2008	78.88	156	18.5	200
9/19/2008	79.61	156	19.23	200
9/18/2008	77.75	156	19.26	200
9/17/2008	75.28	156	18.55	200
9/16/2008	76.43	156	19.48	200
9/15/2008	73.25	156	19.36	200
9/12/2008	77.5	156	20.16	200
9/11/2008	75.56	156	20.19	200
9/10/2008	75.25	156	20.16	200
9/9/2008	73.26	156	20.33	200
9/8/2008	76.77	156	20.97	200
9/5/2008	75.62	156	20.61	200
9/4/2008	76.14	156	20.52	200
9/3/2008	78.02	156	21.54	200
9/2/2008	77.32	156	22.58	200
8/29/2008	80.01	156	22.87	200
8/28/2008	81.18	156	23.59	200
8/27/2008	80.47	156	23.41	200
8/26/2008	79.95	156	23.15	200
8/25/2008	78.71	156	22.97	200
8/22/2008	80.3	156	23.49	200
8/21/2008	80.35	156	23.05	200
8/20/2008	78.81	156	23.39	200
8/19/2008	77.95	156	23.59	200
8/18/2008	76.53	156	24.01	200
8/15/2008	77.07	156	24.26	200
8/14/2008	77.45	156	24.36	200
8/13/2008	78.17	156	24.12	200
8/12/2008	76.88	156	24.52	200
8/11/2008	78.16	156	24.38	200
8/8/2008	78.72	156	24.23	200
8/7/2008	77.44	156	23.67	200
8/6/2008	78.33	156	22.8	200
8/5/2008	78.35	156	23.02	200
8/4/2008	76.6	156	22.52	200
8/1/2008	79.72	156	22.35	200
7/31/2008	80.43	156	22.19	200
7/30/2008	84.38	156	22.23	200
7/29/2008	80.9	156	22.23	200
7/28/2008	80.68	156	21.67	200
7/25/2008	81.7	156	22.01	200
7/24/2008	80.8	156	21.67	200
7/23/2008	80.99	156	22.3	200
7/22/2008	82.86	156	22.09	200
7/21/2008	82.98	156	22.09	200
7/18/2008	81.54	156	22.09	200
7/17/2008	80.33	156	21.99	200
7/16/2008	80.81	156	20.91	200
7/15/2008	82.19	156	20.71	200
7/14/2008	85.42	156	20.47	200
7/11/2008	85.48	156	20.64	200
7/10/2008	86.06	156	20.62	200
7/9/2008	84.31	156	19.81	200
7/8/2008	85.94	156	20.92	200
7/7/2008	86.95	156	20.71	200
7/3/2008	88.27	156	20.66	200
7/2/2008	87.41	156	20.93	200
7/1/2008	88.35	156	21.57	200
6/30/2008	88.13	156	21.48	200
6/27/2008	86.55	156	21.49	200
6/26/2008	86.41	156	21.59	200
6/25/2008	87.6	156	22.65	200
6/24/2008	86.92	156	22.41	200
6/23/2008	87.7	156	22.36	200
6/20/2008	84.91	156	22.37	200
6/19/2008	85.79	156	22.85	200
6/18/2008	87.83	156	22.28	200
6/17/2008	88.62	156	22.58	200
6/16/2008	87.99	156	22.86	200
6/13/2008	88.36	156	22.66	200
6/12/2008	87.06	156	22.05	200
6/11/2008	88.61	156	21.81	200
6/10/2008	87.89	156	22.68	200
6/9/2008	89.07	156	22.76	200
6/6/2008	86.79	156	22.902	200
6/5/2008	89.31	156	23.87	200
6/4/2008	85.75	156	23.48	200
6/3/2008	85.71	156	22.94	200
6/2/2008	87.81	156	23.2	200
5/30/2008	88.76	156	23.18	200
5/29/2008	89.35	156	23.14	200
5/28/2008	90.43	156	23.47	200
5/27/2008	89.8	156	23.6	200
5/23/2008	90.7	156	23.41	200
5/22/2008	92.51	156	23.88	200
5/21/2008	93.67	156	23.66	200
5/20/2008	94.56	156	24.09	200
5/19/2008	94.36	156	24.88	200
5/16/2008	92.67	156	25	200
5/15/2008	91.3	156	24.97	200
5/14/2008	89.91	156	23.84	200
5/13/2008	89.68	156	23.76	200
5/12/2008	89.19	156	23.64	200
5/9/2008	88.82	156	23.37	200
5/8/2008	89.93	156	23.4	200
5/7/2008	88.82	156	23.17	200
5/6/2008	90.07	156	23.58	200
5/5/2008	89.51	156	23.25	200
5/2/2008	89.61	156	23.58	200
5/1/2008	89.7	156	23.29	200
4/30/2008	93.07	156	22.26	200
4/29/2008	91.79	156	22.62	200
4/28/2008	92.45	156	22.71	200
4/25/2008	92.46	156	22.56	200
4/24/2008	92.6	156	22.69	200
4/23/2008	94.22	156	22.56	200
4/22/2008	94.39	156	21.99	200
4/21/2008	94.26	156	22.46	200
4/18/2008	94	156	22.55	200
4/17/2008	93.38	156	22.11	200
4/16/2008	92.89	156	22.13	200
4/15/2008	90.8	156	20.91	200
4/14/2008	89.7	156	20.69	200
4/11/2008	88.62	156	21.24	200
4/10/2008	89.55	156	22.08	200
4/9/2008	89.7	156	21.42	200
4/8/2008	89.61	156	21.08	200
4/7/2008	88.92	156	21.75	200
4/4/2008	88.74	156	21.87	200
4/3/2008	88.23	156	21.93	200
4/2/2008	88.52	156	21.85	200
4/1/2008	87.02	156	21.97	200
3/31/2008	84.58	156	21.18	200
3/28/2008	85.22	156	20.79	200
3/27/2008	86.2	156	21.09	200
3/26/2008	86.26	156	21.86	200
3/25/2008	85.2	156	22.27	200
3/24/2008	85.95	156	22.13	200
3/20/2008	85	156	21.75	200
3/19/2008	84.43	156	21.0899	200
3/18/2008	88.47	156	21.75	200
3/17/2008	85.79	156	20.85	200
3/14/2008	85.91	156	20.66	200
3/13/2008	87.05	156	21.28	200
3/12/2008	85.97	156	21.12	200
3/11/2008	86.68	156	21.2001	200
3/10/2008	82.46	156	20.12	200
3/7/2008	82.49	156	20.07	200
3/6/2008	84.51	156	19.87	200
3/5/2008	87.19	156	20.1999	200
3/4/2008	86.69	156	20	200
3/3/2008	87.75	156	20.01	200
2/29/2008	87.01	156	19.9699	200
2/28/2008	89.38	156	20.49	200
2/27/2008	89.39	156	20.77	200
2/26/2008	89.89	156	20.69	200
2/25/2008	89.13	156	19.94	200
2/22/2008	87.17	156	19.82	200
2/21/2008	86.92	156	20.3	200
2/20/2008	88.1	156	20.38	200
2/19/2008	87.01	156	20.16	200
2/15/2008	85.37	156	20.11	200
2/14/2008	85.55	156	20.46	200
2/13/2008	85.49	156	21.21	200
2/12/2008	84.38	156	20.9	200
2/11/2008	83.22	156	20.68	200
2/8/2008	81.71	156	20.27	200
2/7/2008	81.89	156	20.05	200
2/6/2008	81.44	156	19.9199	200
2/5/2008	82.11	156	20.1215	200
2/4/2008	85.44	156	21.2	200
2/1/2008	85.95	156	21.7699	200
1/31/2008	86.4	156	21.1	200
1/30/2008	85.28	156	20.69	200
1/29/2008	85.08	156	20.5	200
1/28/2008	85.13	156	20.29	200
1/25/2008	83.94	156	20	200
1/24/2008	86	156	20.69	200
1/23/2008	83.45	156	19.98	200
1/22/2008	82.45	156	18.63	200
1/18/2008	85.08	156	19	200
1/17/2008	83.91	156	19.33	200
1/16/2008	86.53	156	19.88	200
1/15/2008	89.02	156	22.69	200
1/14/2008	90.83	156	23.08	200
1/11/2008	90.3	156	21.99	200
1/10/2008	91.66	156	22.54	200
1/9/2008	91.56	156	22.75	200
1/8/2008	90.05	156	22.26	200
1/7/2008	91.22	156	22.88	200
1/4/2008	92.08	156	22.67	200
1/3/2008	93.83	156	24.67	200
1/2/2008	93.51	156	25.35	200
12/31/2007	93.69	156	26.66	200
12/28/2007	95	156	26.76	200
12/27/2007	93.67	156	26.83	200
12/26/2007	94.81	156	27.45	200
12/24/2007	93.66	156	27.31	200
12/21/2007	93.43	156	26.96	200
12/20/2007	92.13	156	26.41	200
12/19/2007	91.43	156	26.19	200
12/18/2007	91.42	156	25.91	200
12/17/2007	89.89	156	25.72	200
12/14/2007	91.18	156	26.29	200
12/13/2007	92.72	156	27.16	200
12/12/2007	91.92	156	27.28	200
12/11/2007	90.28	156	26.93	200
12/10/2007	92.03	156	27.78	200
12/7/2007	91.5	156	27.73	200
12/6/2007	91.44	156	27.98	200
12/5/2007	89.92	156	27.22	200
12/4/2007	88.12	156	26.31	200
12/3/2007	88.85	156	26.25	200
11/30/2007	89.16	156	26.08	200
11/29/2007	88.59	156	26.34	200
11/28/2007	87.92	156	26.19	200
11/27/2007	86.38	156	25.11	200
11/26/2007	85.68	156	24.3701	200
11/23/2007	88.29	156	25.07	200
11/21/2007	87.04	156	24.63	200
11/20/2007	87.82	156	25.52	200
11/19/2007	84.11	156	25.17	200
11/16/2007	85.1	156	25.51	200
11/15/2007	84.49	156	25.53	200
11/14/2007	86.31	156	25.85	200
11/13/2007	86.88	156	26.14	200
11/12/2007	84.54	156	25.29	200
11/9/2007	86.85	156	25.15	200
11/8/2007	89.42	156	25.933	200
11/7/2007	87.2	156	26.9	200
11/6/2007	90.38	156	27.49	200
11/5/2007	87.66	156	26.84	200
11/2/2007	87.93	156	26.8	200
11/1/2007	88.5	156	26.5	200
10/31/2007	91.99	156	26.9	200
10/30/2007	91.14	156	26.27	200
10/29/2007	93.61	156	26.26	200
10/26/2007	92.21	156	25.94	200
10/25/2007	91.57	156	25.89	200
10/24/2007	92.13	156	26.01	200
10/23/2007	91.35	156	26.8	200
10/22/2007	90.91	156	26.64	200
10/19/2007	92.14	156	26.3	200
10/18/2007	95.05	156	26.97	200
10/17/2007	94.8	156	26.72	200
10/16/2007	94.74	156	25.48	200
10/15/2007	94.82	156	25.75	200
10/12/2007	93.48	156	25.55	200
10/11/2007	92.66	156	25.43	200
10/10/2007	93.13	156	25.88	200
10/9/2007	92.67	156	25.8399	200
10/8/2007	90.68	156	25.66	200
10/5/2007	91.36	156	25.54	200
10/4/2007	90.92	156	25.6	200
10/3/2007	91.33	156	25.81	200
10/2/2007	92.24	156	26.38	200
10/1/2007	93.95	156	26.371	200
9/28/2007	92.56	156	25.86	200
9/27/2007	92.97	156	25.76	200
9/26/2007	92.37	156	25.91	200
9/25/2007	91.96	156	25.8901	200
9/24/2007	91.73	156	25.98	200
9/21/2007	92.31	156	25.87	200
9/20/2007	92.09	156	25.81	200
9/19/2007	92.12	156	25.68	200
9/18/2007	91.76	156	25.41	200
9/17/2007	89.26	156	24.85	200
9/14/2007	88.67	156	24.93	200
9/13/2007	88.62	156	25.35	200
9/12/2007	87.65	156	25.46	200
9/11/2007	86.94	156	25.66	200
9/10/2007	84.86	156	25.35	200
9/7/2007	85.75	156	25.47	200
9/6/2007	87.49	156	26.15	200
9/5/2007	87.22	156	25.99	200
9/4/2007	87.23	156	26.18	200
8/31/2007	85.73	156	25.75	200
8/30/2007	85.4	156	25.28	200
8/29/2007	85.23	156	25.09	200
8/28/2007	83	156	23.96	200
8/27/2007	85.12	156	24.45	200
8/24/2007	85.69	156	24.79	200
8/23/2007	83.75	156	24.23	200
8/22/2007	83.58	156	24.15	200
8/21/2007	83.15	156	23.89	200
8/20/2007	84.53	156	24.11	200
8/17/2007	84.14	156	23.7	200
8/16/2007	80.67	156	23.1	200
8/15/2007	81.69	156	23.22	200
8/14/2007	83.13	156	23.8	200
8/13/2007	82.92	156	24.02	200
8/10/2007	84.51	156	23.98	200
8/9/2007	83.6	156	23.92	200
8/8/2007	87.9	156	24.68	200
8/7/2007	85.7	156	24.1299	200
8/6/2007	83.54	156	24.13	200
8/3/2007	82.08	156	23.9101	200
8/2/2007	85.18	156	24.3	200
8/1/2007	85.84	156	23.8	200
7/31/2007	85.13	156	23.62	200
7/30/2007	86.01	156	23.85	200
7/27/2007	85.59	156	23.54	200
7/26/2007	88.23	156	24	200
7/25/2007	92.79	156	24.5	200
7/24/2007	90.84	156	24.529	200
7/23/2007	93.44	156	24.72	200
7/20/2007	91.94	156	24.55	200
7/19/2007	92.29	156	25.26	200
7/18/2007	91.15	156	25.06	200
7/17/2007	89.09	156	26.3299	200
7/16/2007	89.7	156	25.95	200
7/13/2007	90.33	156	25.97	200
7/12/2007	89.62	156	26	200
7/11/2007	87.29	156	24.57	200
7/10/2007	86.5	156	24.97	200
7/9/2007	87.44	156	24.9599	200
7/6/2007	86.46	156	24.68	200
7/5/2007	85.16	156	24.6	200
7/3/2007	85.36	156	24.59	200
7/2/2007	84.82	156	24.27	200
6/29/2007	83.88	156	23.7399	200
6/28/2007	83.6	156	23.92	200
6/27/2007	83.48	156	23.79	200
6/26/2007	81.82	156	23.38	200
6/25/2007	82.37	156	23.48	200
6/22/2007	82.52	156	23.7	200
6/21/2007	84.3	156	24.29	200
6/20/2007	82.82	156	23.94	200
6/19/2007	85.84	156	24.1	200
6/18/2007	86.36	156	24.17	200
6/15/2007	85.94	156	24.24	200
6/14/2007	84.77	156	23.23	200
6/13/2007	83.35	156	22.672	200
6/12/2007	82	156	22.2	200
6/11/2007	83.06	156	21.93	200
6/8/2007	82.68	156	21.83	200
6/7/2007	81.96	156	21.31	200
6/6/2007	83.62	156	21.49	200
6/5/2007	84.26	156	21.96	200
6/4/2007	84.22	156	22.16	200
6/1/2007	84.22	156	22.36	200
5/31/2007	83.17	156	22.1799	200
5/30/2007	84	156	22.08	200
5/29/2007	82.62	156	22.3	200
5/25/2007	83.51	156	22.16	200
5/24/2007	82.28	156	21.97	200
5/23/2007	82.99	156	22.67	200
5/22/2007	82.77	156	22.99	200
5/21/2007	83.59	156	22.63	200
5/18/2007	83.26	156	22.7	200
5/17/2007	81.8	156	22.23	200
5/16/2007	81.45	156	22.18	200
5/15/2007	81.13	156	22.01	200
5/14/2007	81.25	156	22.12	200
5/11/2007	81.23	156	22.28	200
5/10/2007	79.39	156	22.21	200
5/9/2007	81.42	156	22.47	200
5/8/2007	81.38	156	22.15	200
5/7/2007	80.83	156	21.96	200
5/4/2007	80.55	156	21.9	200
5/3/2007	80.68	156	21.74	200
5/2/2007	79.82	156	21.93	200
5/1/2007	79.66	156	21.8	200
4/30/2007	79.38	156	21.5	200
4/27/2007	80.36	156	21.87	200
4/26/2007	80.55	156	22.09	200
4/25/2007	79.92	156	22.258	200
4/24/2007	78.6	156	21.94	200
4/23/2007	79.2	156	21.91	200
4/20/2007	79.76	156	22.16	200
4/19/2007	77.46	156	21.81	200
4/18/2007	78.2	156	21.35	200
4/17/2007	78.4	156	20.98	200
4/16/2007	78.17	156	20.69	200
4/13/2007	77.41	156	20.46	200
4/12/2007	77.39	156	20.5	200
4/11/2007	76.77	156	20.47	200
4/10/2007	77.57	156	20.68	200
4/9/2007	76.8	156	20.1	200
4/5/2007	77.22	156	19.58	200
4/4/2007	77.11	156	19.38	200
4/3/2007	76.8	156	19.31	200
4/2/2007	76.16	156	19.13	200
3/30/2007	75.45	156	19.13	200
3/29/2007	76.24	156	19.09	200
3/28/2007	75.56	156	18.86	200
3/27/2007	75.71	156	19.06	200
3/26/2007	75.47	156	19.29	200
3/23/2007	75.0242	156	19.27	200
3/22/2007	74.36	156	19.16	200
3/21/2007	73.23	156	19.34	200
3/20/2007	72	156	18.99	200
3/19/2007	71.1	156	19.11	200
3/16/2007	69.86	156	19.15	200
3/15/2007	70.69	156	19.14	200
3/14/2007	71.02	156	19.23	200
3/13/2007	69.91	156	19.12	200
3/12/2007	70.87	156	19.48	200
3/9/2007	71.12	156	19.1	200
3/8/2007	71.85	156	19.23	200
3/7/2007	71.64	156	19.12	200
3/6/2007	71	156	19.4	200
3/5/2007	69.98	156	19.11	200
3/2/2007	70.01	156	19.22	200
3/1/2007	70.99	156	19.59	200
2/28/2007	71.68	156	19.86	200
2/27/2007	71.83	156	20.03	200
2/26/2007	75.4	156	20.85	200
2/23/2007	75.22	156	20.76	200
2/22/2007	75.08	156	20.97	200
2/21/2007	74.78	156	20.88	200
2/20/2007	74.87	156	21.18	200
2/16/2007	75.29	156	21.23	200
2/15/2007	75.34	156	21.31	200
2/14/2007	75.6	156	21.14	200
2/13/2007	75.45	156	20.9	200
2/12/2007	74.6	156	20.8	200
2/9/2007	75.22	156	21.03	200
2/8/2007	75.46	156	21.36	200
2/7/2007	74.79	156	21.51	200
2/6/2007	75.46	156	21.31	200
2/5/2007	75.67	156	21.28	200
2/2/2007	75.54	156	21.23	200
2/1/2007	75.08	156	21.11	200
1/31/2007	74.1	156	20.96	200
1/30/2007	74.39	156	20.93	200
1/29/2007	73.2	156	20.89	200
1/26/2007	73.61	156	20.53	200
1/25/2007	73.52	156	20.6	200
1/24/2007	74.9	156	20.84	200
1/23/2007	74.49	156	20.55	200
1/22/2007	72.9	156	20.79	200
1/19/2007	73.53	156	20.82	200
1/18/2007	71.96	156	20.65	200
1/17/2007	72.46	156	21.04	200
1/16/2007	71.63	156	22.3	200
1/12/2007	72.66	156	22.13	200
1/11/2007	70.98	156	21.92	200
1/10/2007	70.99	156	21.52	200
1/9/2007	72.09	156	21.03	200
1/8/2007	72.65	156	21.01	200
1/5/2007	73.24	156	21.1	200
1/4/2007	72.72	156	21.17	200
1/3/2007	74.11	156	20.35	200
12/29/2006	76.63	156	20.25	200
12/28/2006	77.33	156	20.42	200
12/27/2006	76.96	156	20.4	200
12/26/2006	76.05	156	20.15	200
12/22/2006	75.41	156	20.08	200
12/21/2006	75.87	156	20.37	200
12/20/2006	76.08	156	20.6	200
12/19/2006	76.99	156	20.66	200
12/18/2006	75.51	156	20.84	200
12/15/2006	77.3	156	20.96	200
12/14/2006	78.73	156	20.77	200
12/13/2006	77.36	156	20.7	200
12/12/2006	76.25	156	20.73	200
12/11/2006	75.36	156	20.7	200
12/8/2006	75.5	156	20.68	200
12/7/2006	75.71	156	20.65	200
12/6/2006	76.31	156	20.9	200
12/5/2006	78.06	156	21.12	200
12/4/2006	77.77	156	21.22	200
12/1/2006	77.2	156	20.93	200
11/30/2006	76.81	156	21.395	200
11/29/2006	76.03	156	21.24	200
11/28/2006	74.16	156	20.98	200
11/27/2006	72.47	156	21.02	200
11/24/2006	72.38	156	21.59	200
11/22/2006	72.91	156	21.73	200
11/21/2006	73.39	156	21.57	200
11/20/2006	72.43	156	22.27	200
11/17/2006	73.08	156	22.1	200
11/16/2006	72.67	156	22.33	200
11/15/2006	74.8	156	22.323	200
11/14/2006	74.45	156	21.88	200
11/13/2006	74.43	156	21	200
11/10/2006	74.42	156	20.58	200
11/9/2006	74.61	156	20.42	200
11/8/2006	74.13	156	20.71	200
11/7/2006	72.53	156	20.8	200
11/6/2006	72.91	156	20.8175	200
11/3/2006	72.15	156	20.51	200
11/2/2006	71.19	156	20.68	200
11/1/2006	71.06	156	21.02	200
10/31/2006	71.42	156	21.34	200
10/30/2006	70.84	156	21.26	200
10/27/2006	71.46	156	21.1	200
10/26/2006	71.62	156	21.77	200
10/25/2006	71.01	156	21.72	200
10/24/2006	69.89	156	21.62	200
10/23/2006	69.92	156	21.45	200
10/20/2006	69.55	156	21.33	200
10/19/2006	69.73	156	21.03	200
10/18/2006	69.17	156	21.11	200
10/17/2006	69.41	156	20.9	200
10/16/2006	69.83	156	21.61	200
10/13/2006	68.4	156	21.6	200
10/12/2006	67.65	156	21.49	200
10/11/2006	66.53	156	20.89	200
10/10/2006	67.2	156	20.89	200
10/9/2006	66.55	156	20.62	200
10/6/2006	67.52	156	20.63	200
10/5/2006	67.32	156	20.78	200
10/4/2006	66.61	156	20.82	200
10/3/2006	65.41	156	20.57	200
10/2/2006	67	156	20.44	200
9/29/2006	67.1	156	20.57	200
9/28/2006	67.46	156	20.77	200
9/27/2006	67.13	156	20.39	200
9/26/2006	66.43	156	19.96	200
9/25/2006	65.06	156	19.41	200
9/22/2006	64.91	156	19.07	200
9/21/2006	64.78	156	19.19	200
9/20/2006	64.11	156	19.49	200
9/19/2006	65.5	156	19.42	200
9/18/2006	66.3	156	19.65	200
9/15/2006	64.65	156	19.51	200
9/14/2006	64.71	156	19.78	200
9/13/2006	65.36	156	19.83	200
9/12/2006	64.7	156	19.75	200
9/11/2006	64.94	156	19.4	200
9/8/2006	66.81	156	19.45	200
9/7/2006	67.69	156	19.22	200
9/6/2006	67.18	156	19.31	200
9/5/2006	68.48	156	19.99	200
9/1/2006	68.1	156	19.88	200
8/31/2006	67.67	156	19.57	200
8/30/2006	68.3	156	19.84	200
8/29/2006	69.41	156	19.68	200
8/28/2006	70.1	156	19.38	200
8/25/2006	70.43	156	18.9	200
8/24/2006	70.72	156	18.56	200
8/23/2006	69.63	156	18.38	200
8/22/2006	70.21	156	18.34	200
8/21/2006	69.83	156	18.25	200
8/18/2006	69.1	156	18.4	200
8/17/2006	68.08	156	18.56	200
8/16/2006	67.57	156	18.61	200
8/15/2006	68.69	156	18.13	200
8/14/2006	69.25	156	17.87	200
8/11/2006	69.73	156	17.41	200
8/10/2006	69.34	156	17.75	200
8/9/2006	69.29	156	17.4	200
8/8/2006	69.27	156	17.36	200
8/7/2006	69.23	156	17.32	200
8/4/2006	68.69	156	17.49	200
8/3/2006	68.37	156	17.33	200
8/2/2006	68.48	156	17.59	200
8/1/2006	68.18	156	17.66	200
7/31/2006	67.74	156	18	200
7/28/2006	67	156	18.18	200
7/27/2006	66.47	156	17.47	200
7/26/2006	66.6	156	17.5	200
7/25/2006	65.74	156	17.54	200
7/24/2006	65.36	156	17.48	200
7/21/2006	63.93	156	17.15	200
7/20/2006	64.25	156	17.104	200
7/19/2006	64.66	156	18.49	200
7/18/2006	64.61	156	18.21	200
7/17/2006	64	156	17.84	200
7/14/2006	64.9	156	17.88	200
7/13/2006	64.07	156	17.72	200
7/12/2006	63.97	156	17.88	200
7/11/2006	63.98	156	18.67	200
7/10/2006	63.04	156	18.18	200
7/7/2006	62.84	156	18.56	200
7/6/2006	63.47	156	18.85	200
7/5/2006	62.55	156	18.75	200
7/3/2006	62.15	156	19.36	200
6/30/2006	61.35	156	19	200
6/29/2006	62.37	156	19.3199	200
6/28/2006	61.12	156	18.66	200
6/27/2006	59.65	156	18.05	200
6/26/2006	58.82	156	18.28	200
6/23/2006	58.1	156	18	200
6/22/2006	57.97	156	18.25	200
6/21/2006	58.06	156	18.4	200
6/20/2006	57.39	156	18.15	200
6/19/2006	57.39	156	18.24	200
6/16/2006	58.8	156	18.3	200
6/15/2006	59.12	156	18.12	200
6/14/2006	57.8	156	17.73	200
6/13/2006	56.65	156	17.12	200
6/12/2006	58.24	156	16.86	200
6/9/2006	58.8	156	17.16	200
6/8/2006	59.57	156	17.11	200
6/7/2006	58.82	156	17.39	200
6/6/2006	60.4	156	17.79	200
6/5/2006	60.05	156	17.98	200
6/2/2006	61.65	156	18.23	200
6/1/2006	61.11	156	18.04	200
5/31/2006	60.91	156	18.02	200
5/30/2006	60.2	156	17.81	200
5/26/2006	61.58	156	18.22	200
5/25/2006	61.52	156	18.05	200
5/24/2006	60.1	156	17.89	200
5/23/2006	60.39	156	17.95	200
5/22/2006	60.78	156	18.01	200
5/19/2006	60.45	156	18.36	200
5/18/2006	59.89	156	18.65	200
5/17/2006	60.18	156	18.66	200
5/16/2006	61.96	156	19.06	200
5/15/2006	62	156	19.32	200
5/12/2006	62.24	156	19.04	200
5/11/2006	63.46	156	19.36	200
5/10/2006	63.88	156	19.58	200
5/9/2006	63.94	156	19.9	200
5/8/2006	63.71	156	20.11	200
5/5/2006	64	156	19.51	200
5/4/2006	63.31	156	19.34	200
5/3/2006	63.77	156	19.16	200
5/2/2006	64.67	156	19.59	200
5/1/2006	63.42	156	19.49	200
4/28/2006	63.08	156	19.98	200
4/27/2006	62.42	156	20.08	200
4/26/2006	63.1	156	19.49	200
4/25/2006	63.95	156	19.15	200
4/24/2006	64.41	156	18.91	200
4/21/2006	65	156	19.06	200
4/20/2006	63.92	156	19.45	200
4/19/2006	64.3	156	19.56	200
4/18/2006	63.54	156	19.39	200
4/17/2006	62.05	156	19.19	200
4/13/2006	61.56	156	19.45	200
4/12/2006	61.46	156	19.12	200
4/11/2006	62	156	19.16	200
4/10/2006	61.94	156	19.36	200
4/7/2006	61.33	156	19.24	200
4/6/2006	62.09	156	19.38	200
4/5/2006	62.16	156	19.48	200
4/4/2006	61.75	156	19.3	200
4/3/2006	61.03	156	19.35	200
3/31/2006	60.86	156	19.46	200
3/30/2006	61.12	156	19.7	200
3/29/2006	61.28	156	19.82	200
3/28/2006	60.95	156	19.58	200
3/27/2006	61.29	156	19.75	200
3/24/2006	61.17	156	19.6	200
3/23/2006	61.25	156	19.7	200
3/22/2006	61.05	156	19.98	200
3/21/2006	60.72	156	19.78	200
3/20/2006	60.66	156	19.62	200
3/17/2006	61.05	156	19.54	200
3/16/2006	61.64	156	19.65	200
3/15/2006	61.02	156	19.92	200
3/14/2006	60.81	156	19.76	200
3/13/2006	59.64	156	19.73	200
3/10/2006	59.18	156	19.85	200
3/9/2006	58.92	156	19.75	200
3/8/2006	59.71	156	20.01	200
3/7/2006	59.85	156	20.06	200
3/6/2006	59.98	156	20.3	200
3/3/2006	60.98	156	20.32	200
3/2/2006	60.85	156	20.49	200
3/1/2006	60.34	156	20.8	200
2/28/2006	59.37	156	20.6	200
2/27/2006	59.92	156	20.52	200
2/24/2006	60.42	156	20.36	200
2/23/2006	59.83	156	20.29	200
2/22/2006	60.26	156	20.148	200
2/21/2006	60.76	156	20.62	200
2/17/2006	60.55	156	20.61	200
2/16/2006	60.25	156	21.35	200
2/15/2006	59.76	156	21.35	200
2/14/2006	59.55	156	21.37	200
2/13/2006	59.6	156	21.13	200
2/10/2006	59.43	156	21.29	200
2/9/2006	59.92	156	21	200
2/8/2006	60.39	156	20.67	200
2/7/2006	60.55	156	20.67	200
2/6/2006	61.97	156	20.61	200
2/3/2006	61.39	156	20.74	200
