Dates	XOM	XOM_Position	INTC	INTC_Position
2/28/2001	40.525	156	28.5625	200
2/27/2001	41.15	156	29	200
2/26/2001	41.9	156	29.5	200
2/23/2001	41.75	156	29.9375	200
2/22/2001	42.105	156	30	200
2/21/2001	41.76	156	30.75	200
2/20/2001	41.9	156	31.4375	200
2/16/2001	42.01	156	34.375	200
2/15/2001	41.25	156	35.8125	200
2/14/2001	41.965	156	34.125	200
2/13/2001	42.395	156	32.4375	200
2/12/2001	42.88	156	34.5625	200
2/9/2001	42.93	156	33.5	200
2/8/2001	42.25	156	34.625	200
2/7/2001	42.18	156	34.9375	200
2/6/2001	42.17	156	35.4375	200
2/5/2001	42.4	156	34.6875	200
2/2/2001	41.495	156	35.6875	200
2/1/2001	41.745	156	37.8125	200
1/31/2001	42.075	156	37	200
1/30/2001	40.99	156	37	200
1/29/2001	40.1	156	37.0625	200
1/26/2001	40.5	156	35.875	200
1/25/2001	41.25	156	34.5	200
1/24/2001	40.8125	156	36.25	200
1/23/2001	40.9063	156	35.375	200
1/22/2001	40.125	156	33.375	200
1/19/2001	39.7188	156	33.5625	200
1/18/2001	39.5625	156	32.1875	200
1/17/2001	40.125	156	30.5	200
1/16/2001	40.9063	156	31.375	200
1/12/2001	41.4063	156	32.125	200
1/11/2001	40.875	156	33.375	200
1/10/2001	40.5	156	33	200
1/9/2001	41	156	32.25	200
1/8/2001	41.4375	156	31.9375	200
1/5/2001	41.625	156	32.0625	200
1/4/2001	41.4375	156	33.7969	200
1/3/2001	42.625	156	34.2344	200
1/2/2001	44.5625	156	31.0625	200
12/29/2000	43.4688	156	30.0625	200
12/28/2000	43.4375	156	30.9375	200
12/27/2000	43.875	156	32.5625	200
12/26/2000	44.2813	156	32.875	200
12/22/2000	43.4063	156	32.9375	200
12/21/2000	42.375	156	33.125	200
12/20/2000	42.5938	156	31.9375	200
12/19/2000	43.5938	156	33.4375	200
12/18/2000	43.1875	156	33.25	200
12/15/2000	42.0625	156	32.4375	200
12/14/2000	42.75	156	35.125	200
12/13/2000	43.8438	156	35.5	200
12/12/2000	43.2813	156	36.5	200
12/11/2000	42.875	156	37.4375	200
12/8/2000	44.25	156	34	200
12/7/2000	44	156	32.3125	200
12/6/2000	43.125	156	31.75	200
12/5/2000	44.1875	156	36	200
12/4/2000	45.3438	156	32.9375	200
12/1/2000	44.4063	156	34.125	200
11/30/2000	44	156	38.0625	200
11/29/2000	44.4688	156	42.75	200
11/28/2000	46.5313	156	42.0313	200
11/27/2000	46.5625	156	43.9375	200
11/24/2000	47.2188	156	43.9375	200
11/22/2000	47.125	156	41.1875	200
11/21/2000	46.5625	156	42.625	200
11/20/2000	45.6875	156	41.125	200
11/17/2000	45.1563	156	41.5	200
11/16/2000	45.3438	156	40	200
11/15/2000	45.1875	156	41.5	200
11/14/2000	44.9375	156	40.9375	200
11/13/2000	44.9688	156	38.1875	200
11/10/2000	44.7813	156	37	200
11/9/2000	44.9375	156	41.375	200
11/8/2000	45.3438	156	42.6875	200
11/7/2000	44.5	156	46.1875	200
11/6/2000	44.3438	156	46.5625	200
11/3/2000	43.75	156	45.9375	200
11/2/2000	44.0938	156	46.6875	200
11/1/2000	46.0313	156	44.875	200
10/31/2000	44.5938	156	45	200
10/30/2000	44.7188	156	45	200
10/27/2000	43.7813	156	46.375	200
10/26/2000	43.875	156	44.6875	200
10/25/2000	43.5938	156	41.3125	200
10/24/2000	43.375	156	42	200
10/23/2000	44.5313	156	43.3125	200
10/20/2000	44.2188	156	43.0625	200
10/19/2000	43.25	156	41.9375	200
10/18/2000	43.2813	156	38.1875	200
10/17/2000	43.9063	156	36.1875	200
10/16/2000	43.9063	156	35.6875	200
10/13/2000	45.25	156	40.375	200
10/12/2000	47.0625	156	37.125	200
10/11/2000	46.875	156	35.375	200
10/10/2000	46.6563	156	37.5625	200
10/9/2000	45.5625	156	39.0625	200
10/6/2000	44.7188	156	39.9375	200
10/5/2000	44.5938	156	41	200
10/4/2000	44.625	156	42	200
10/3/2000	45.4063	156	40.3125	200
10/2/2000	45.7188	156	40.125	200
9/29/2000	44.5528	156	41.5625	200
9/28/2000	44.5723	156	44.4375	200
9/27/2000	44.625	156	43.875	200
9/26/2000	43.3125	156	43.3125	200
9/25/2000	42.9278	156	45.375	200
9/22/2000	43.25	156	47.9375	200
9/21/2000	43.1563	156	61.4844	200
9/20/2000	43.25	156	63.0625	200
9/19/2000	44	156	60.375	200
9/18/2000	44.8223	156	55.8125	200
9/15/2000	44	156	57.5156	200
9/14/2000	42.6348	156	59.625	200
9/13/2000	42.9063	156	61.25	200
9/12/2000	42.875	156	64.9375	200
9/11/2000	42.4903	156	64.6875	200
9/8/2000	41.75	156	65.375	200
9/7/2000	41.875	156	67.4375	200
9/6/2000	41.5	156	65.7031	200
9/5/2000	41.6875	156	69.25	200
9/1/2000	41.25	156	73.9375	200
8/31/2000	40.8223	156	74.875	200
8/30/2000	40.6778	156	73.5	200
8/29/2000	41.2598	156	74.0625	200
8/28/2000	41.4063	156	73.875	200
8/25/2000	41.4688	156	72.9375	200
8/24/2000	41.4688	156	74.25	200
8/23/2000	42.25	156	74.625	200
8/22/2000	41.5625	156	72.125	200
8/21/2000	41.75	156	72.0625	200
8/18/2000	41.459	156	70.5625	200
8/17/2000	41.9063	156	70.0625	200
8/16/2000	41.3848	156	68.0625	200
8/15/2000	40.6563	156	67.875	200
8/14/2000	41.2813	156	66.9375	200
8/11/2000	40.6875	156	63.8125	200
8/10/2000	40.5	156	62	200
8/9/2000	40.5313	156	63.5625	200
8/8/2000	40.3984	156	61.625	200
8/7/2000	40.4453	156	62.9375	200
8/4/2000	40.8516	156	62.5625	200
8/3/2000	40.7188	156	65.0625	200
8/2/2000	41.4375	156	63.3125	200
8/1/2000	40	156	64.625	200
7/31/2000	40.0938	156	66.75	200
7/28/2000	40	156	64.5625	200
7/27/2000	40.25	156	68.5	200
7/26/2000	38.0938	156	69.5	200
7/25/2000	37.6875	156	70.4375	200
7/24/2000	38.625	156	69	200
7/21/2000	38.5625	156	69.0938	200
7/20/2000	39.0625	156	71.3438	200
7/19/2000	39.3438	156	69.0625	200
7/18/2000	39.0938	156	71.5	200
7/17/2000	39.375	156	73.1563	200
7/14/2000	38.7813	156	73.3438	200
7/13/2000	39	156	71.5938	200
7/12/2000	39.3047	156	70.5938	200
7/11/2000	40.2813	156	69.4063	200
7/10/2000	39.0625	156	68.9063	200
7/7/2000	39.2578	156	69.6563	200
7/6/2000	39.0938	156	68.3125	200
7/5/2000	38.4688	156	65.8125	200
7/3/2000	39.7734	156	68.4375	200
6/30/2000	39.25	156	66.8438	200
6/29/2000	40.6016	156	65.875	200
6/28/2000	41.0625	156	66.1875	200
6/27/2000	41.0313	156	65.6875	200
6/26/2000	41.6797	156	67.0938	200
6/23/2000	41.5625	156	67.1875	200
6/22/2000	41.3438	156	67.0313	200
6/21/2000	41.9766	156	69.5	200
6/20/2000	41.625	156	69.1563	200
6/19/2000	42.0313	156	68.25	200
6/16/2000	42.1875	156	63.0313	200
6/15/2000	41.2188	156	64.125	200
6/14/2000	41.3125	156	63.2188	200
6/13/2000	40.5938	156	65.75	200
6/12/2000	40.375	156	62.5313	200
6/9/2000	39.5938	156	63.5313	200
6/8/2000	40.0313	156	63.0938	200
6/7/2000	40.5625	156	64.4688	200
6/6/2000	41.1563	156	64.7813	200
6/5/2000	39.6563	156	66.2813	200
6/2/2000	39.5938	156	67.0938	200
6/1/2000	41.4688	156	64.8438	200
5/31/2000	41.6563	156	62.3438	200
5/30/2000	41.75	156	62.875	200
5/26/2000	41.1875	156	58.7813	200
5/25/2000	40.7188	156	57.5938	200
5/24/2000	41.4688	156	58.6875	200
5/23/2000	41.5	156	54.9375	200
5/22/2000	41.6563	156	59.1875	200
5/19/2000	40.875	156	58.9375	200
5/18/2000	40.7227	156	61.9688	200
5/17/2000	40.6875	156	61.5938	200
5/16/2000	41.625	156	60.9375	200
5/15/2000	41.8125	156	59.0625	200
5/12/2000	41.0117	156	57.5	200
5/11/2000	41.4688	156	57.7813	200
5/10/2000	40.75	156	53.0313	200
5/9/2000	39.7188	156	58.4688	200
5/8/2000	40.2188	156	58.8125	200
5/5/2000	40	156	61.6875	200
5/4/2000	39.75	156	59.7813	200
5/3/2000	38.75	156	59.5313	200
5/2/2000	39.125	156	60.5938	200
5/1/2000	39	156	63.5625	200
4/28/2000	38.8438	156	63.4063	200
4/27/2000	40.3438	156	62.6563	200
4/26/2000	40.0625	156	60.4063	200
4/25/2000	40.5	156	62.5	200
4/24/2000	39.9375	156	58.0625	200
4/20/2000	39.5	156	57.6875	200
4/19/2000	38.7188	156	59.5313	200
4/18/2000	38.0938	156	64.5	200
4/17/2000	37.75	156	61.5	200
4/14/2000	39.375	156	55.25	200
4/13/2000	40	156	60.5625	200
4/12/2000	39.9688	156	60.9375	200
4/11/2000	39.6875	156	65.375	200
4/10/2000	39.125	156	65.5625	200
4/7/2000	39.7813	156	68.4063	200
4/6/2000	40.875	156	64.9063	200
4/5/2000	39.875	156	64.9375	200
4/4/2000	41.25	156	66.375	200
4/3/2000	40.25	156	65.3125	200
3/31/2000	39	156	65.9688	200
3/30/2000	39.3125	156	63.5	200
3/29/2000	40.25	156	65.9375	200
3/28/2000	39.5	156	67.8438	200
3/27/2000	38.2539	156	71.3438	200
3/24/2000	38.625	156	69.5313	200
3/23/2000	37.75	156	71.3125	200
3/22/2000	37.4688	156	72.0313	200
3/21/2000	38.5	156	69.2188	200
3/20/2000	37.4375	156	67.5	200
3/17/2000	38.5625	156	64.9375	200
3/16/2000	39.875	156	62.5313	200
3/15/2000	38.875	156	60.0938	200
3/14/2000	38.625	156	58.9375	200
3/13/2000	37.9375	156	61.0625	200
3/10/2000	38.5156	156	60.0938	200
3/9/2000	40.2188	156	59.1875	200
3/8/2000	39.8125	156	57.4688	200
3/7/2000	40	156	57.875	200
3/6/2000	36.4688	156	58.6875	200
3/3/2000	37.8438	156	59.625	200
3/2/2000	38.5	156	57.875	200
3/1/2000	38.0313	156	57.9375	200
2/29/2000	37.6563	156	56.5	200
2/28/2000	36.75	156	56.1875	200
2/25/2000	35.5313	156	56.625	200
2/24/2000	36.4063	156	57.125	200
2/23/2000	37.3125	156	54.5313	200
2/22/2000	37.7188	156	53.375	200
2/18/2000	37.5	156	52.6875	200
2/17/2000	38.9375	156	55	200
2/16/2000	40	156	53.5938	200
2/15/2000	39.6563	156	56	200
2/14/2000	38.2188	156	54.9375	200
2/11/2000	36.9375	156	52.9375	200
2/10/2000	37.9375	156	53.8125	200
2/9/2000	38.125	156	52.3125	200
2/8/2000	39.4688	156	54.4063	200
2/7/2000	40.375	156	53.9688	200
2/4/2000	40.4375	156	52.375	200
2/3/2000	41.1875	156	52.0938	200
2/2/2000	41.9063	156	50.0313	200
2/1/2000	41.5938	156	50.7188	200
1/31/2000	41.4375	156	49.4688	200
1/28/2000	39.4375	156	47	200
1/27/2000	40.5	156	49.0625	200
1/26/2000	41.75	156	48.25	200
1/25/2000	42.0313	156	50.7813	200
1/24/2000	42.125	156	49.4063	200
1/21/2000	42.5	156	48.9688	200
1/20/2000	41.8438	156	47.8125	200
1/19/2000	42.7813	156	50.0313	200
1/18/2000	42.375	156	51.0625	200
1/14/2000	41.875	156	51.5313	200
1/13/2000	42.7188	156	45.5313	200
1/12/2000	41.75	156	45.625	200
1/11/2000	42	156	44.8438	200
1/10/2000	41.875	156	42.875	200
1/7/2000	42.4688	156	41	200
1/6/2000	42.5938	156	39.375	200
1/5/2000	40.5	156	41.8125	200
1/4/2000	38.4063	156	41.4688	200
1/3/2000	39.1563	156	43.5	200
12/31/1999	40.2813	156	41.1563	200
12/30/1999	40.2188	156	41.8438	200
12/29/1999	40.5938	156	41.9375	200
12/28/1999	41.0938	156	41.5	200
12/27/1999	40.625	156	42.5313	200
12/23/1999	41.9063	156	41.5625	200
12/22/1999	40.5	156	41.25	200
12/21/1999	40.375	156	41.4375	200
12/20/1999	40.9609	156	40.5313	200
12/17/1999	41.3125	156	41.0313	200
12/16/1999	41.875	156	40.125	200
12/15/1999	41.5313	156	39.4688	200
12/14/1999	41.1875	156	36.2188	200
12/13/1999	41.3281	156	37.0313	200
12/10/1999	41.4063	156	36.125	200
12/9/1999	43.0625	156	36.625	200
12/8/1999	41.7403	156	37.25	200
12/7/1999	41.9375	156	38.5938	200
12/6/1999	41.9375	156	38.9375	200
12/3/1999	41.2637	156	39.3438	200
12/2/1999	41.0391	156	38.7813	200
12/1/1999	41.25	156	38.1563	200
11/30/1999	39.6563	156	38.3438	200
11/29/1999	39.6875	156	39.4688	200
11/26/1999	39	156	40.125	200
11/24/1999	39.5625	156	41.0938	200
11/23/1999	39	156	39.5	200
11/22/1999	39.7715	156	40.25	200
11/19/1999	39.8438	156	39.9375	200
11/18/1999	40.5313	156	39.25	200
11/17/1999	40.125	156	37.375	200
11/16/1999	39.5938	156	38.2813	200
11/15/1999	39	156	37.0313	200
11/12/1999	38.9375	156	38.0938	200
11/11/1999	38.4063	156	39.7188	200
11/10/1999	38	156	39.5	200
11/9/1999	37.6563	156	40.0313	200
11/8/1999	37.1563	156	41.0625	200
11/5/1999	35.3125	156	41.1875	200
11/4/1999	36.5	156	40.7813	200
11/3/1999	36.5	156	39.875	200
11/2/1999	37.0625	156	38.75	200
11/1/1999	37.375	156	38	200
10/29/1999	37.0313	156	38.7188	200
10/28/1999	36.5625	156	36.0938	200
10/27/1999	35.875	156	34.7188	200
10/26/1999	36.0313	156	35.7188	200
10/25/1999	37	156	35.625	200
10/22/1999	38.4375	156	36.7188	200
10/21/1999	38.0313	156	35.8438	200
10/20/1999	38.25	156	34.9688	200
10/19/1999	36.7188	156	32.5625	200
10/18/1999	36.5	156	34.6875	200
10/15/1999	36	156	35.4375	200
10/14/1999	37.1875	156	36.6719	200
10/13/1999	36.8125	156	36.0625	200
10/12/1999	36.6563	156	38.3438	200
10/11/1999	36.6875	156	38.25	200
10/8/1999	36.375	156	37.8438	200
10/7/1999	36.5625	156	37.8125	200
10/6/1999	37	156	38.4688	200
10/5/1999	36.0938	156	38.0938	200
10/4/1999	36.5	156	38.5	200
10/1/1999	37.3125	156	37.4688	200
9/30/1999	38	156	37.1563	200
9/29/1999	37.375	156	37.5938	200
9/28/1999	37.3438	156	38.75	200
9/27/1999	37.5625	156	39.0938	200
9/24/1999	37.4063	156	37.8359	200
9/23/1999	37.4063	156	38.75	200
9/22/1999	37.6875	156	41.4063	200
9/21/1999	38.375	156	41	200
9/20/1999	39.0938	156	42.0313	200
9/17/1999	39.9375	156	42.3125	200
9/16/1999	38.8438	156	41.3125	200
9/15/1999	38.625	156	41.5	200
9/14/1999	39.5938	156	42.9063	200
9/13/1999	39.3125	156	42.1875	200
9/10/1999	40.2188	156	43.6875	200
9/9/1999	40.625	156	43.875	200
9/8/1999	40.5938	156	42.9688	200
9/7/1999	39.75	156	43.8125	200
9/3/1999	39.5313	156	44.6563	200
9/2/1999	38.75	156	42.6563	200
9/1/1999	39.1563	156	41.7188	200
8/31/1999	39.4375	156	41.0938	200
8/30/1999	38.9063	156	41.125	200
8/27/1999	39.6563	156	41.5	200
8/26/1999	40.1563	156	40.5313	200
8/25/1999	41.125	156	41.8438	200
8/24/1999	40.8125	156	41.5625	200
8/23/1999	41.4063	156	41.4688	200
8/20/1999	41.2813	156	39.9688	200
8/19/1999	40.9063	156	38.6563	200
8/18/1999	41.2813	156	39.25	200
8/17/1999	40.9063	156	39.5	200
8/16/1999	40.7813	156	39.2813	200
8/13/1999	40.7813	156	39.875	200
8/12/1999	40.9063	156	37.9688	200
8/11/1999	40.9688	156	38	200
8/10/1999	40.5938	156	35.875	200
8/9/1999	40.1875	156	36.7188	200
8/6/1999	40.1875	156	35.7813	200
8/5/1999	41.0938	156	35.7188	200
8/4/1999	39.9375	156	36.4063	200
8/3/1999	39.4063	156	36.4688	200
8/2/1999	38.9375	156	35.6563	200
7/30/1999	39.6875	156	34.5	200
7/29/1999	38.9375	156	34.75	200
7/28/1999	39.4688	156	35.1563	200
7/27/1999	38.7813	156	33.7813	200
7/26/1999	39	156	31.4375	200
7/23/1999	39.5625	156	32.0938	200
7/22/1999	39.0938	156	31.9375	200
7/21/1999	39.0625	156	32.7813	200
7/20/1999	38.9688	156	32.4688	200
7/19/1999	39.4063	156	33.7813	200
7/16/1999	39.6563	156	33.5625	200
7/15/1999	39.4688	156	33.8438	200
7/14/1999	39.2188	156	34	200
7/13/1999	39.2188	156	32.6875	200
7/12/1999	39.7188	156	32.7188	200
7/9/1999	39.7188	156	33.125	200
7/8/1999	39.8125	156	32.875	200
7/7/1999	40.2188	156	32.1875	200
7/6/1999	40.0313	156	31.9375	200
7/2/1999	39.75	156	31.75	200
7/1/1999	39.2188	156	31.4375	200
6/30/1999	38.5625	156	29.75	200
6/29/1999	38.5	156	29.625	200
6/28/1999	37.5625	156	28.5	200
6/25/1999	38.0938	156	27.6563	200
6/24/1999	38.25	156	27.5313	200
6/23/1999	39.0625	156	28.2813	200
6/22/1999	38.5	156	27.8438	200
6/21/1999	39.125	156	28.4063	200
6/18/1999	40.1875	156	27.4688	200
6/17/1999	40.625	156	29	200
6/16/1999	40.2813	156	29.8438	200
6/15/1999	41.0625	156	27.8438	200
6/14/1999	40.5625	156	27.1875	200
6/11/1999	39.4688	156	27.2188	200
6/10/1999	39.8125	156	27.6875	200
6/9/1999	40.0625	156	26.5625	200
6/8/1999	39.9063	156	25.8438	200
6/7/1999	40.4375	156	26.7188	200
6/4/1999	40.3438	156	26.5938	200
6/3/1999	39.9688	156	25.25	200
6/2/1999	40.125	156	25.9688	200
6/1/1999	39.375	156	25.3438	200
5/28/1999	39.9375	156	27.0313	200
5/27/1999	39.4063	156	26.5625	200
5/26/1999	40.9688	156	25.8438	200
5/25/1999	40.0938	156	26.4375	200
5/24/1999	39.8125	156	27.9688	200
5/21/1999	41.375	156	28.5	200
5/20/1999	40	156	28.8438	200
5/19/1999	39.3438	156	29.8438	200
5/18/1999	38.875	156	29.4688	200
5/17/1999	39.5	156	29.7188	200
5/14/1999	39.375	156	29	200
5/13/1999	39.6875	156	30.0313	200
5/12/1999	39.5313	156	31.25	200
5/11/1999	40.8125	156	31.1563	200
5/10/1999	41.1875	156	30.3125	200
5/7/1999	41.375	156	30.4688	200
5/6/1999	41.1875	156	29.8438	200
5/5/1999	42.4063	156	32	200
5/4/1999	43.2188	156	30.8438	200
5/3/1999	43.0313	156	31.5625	200
4/30/1999	41.5313	156	30.5938	200
4/29/1999	42.25	156	30.4063	200
4/28/1999	40.75	156	30.5938	200
4/27/1999	39.125	156	31.125	200
4/26/1999	38.8438	156	32.2188	200
4/23/1999	39.1563	156	30.875	200
4/22/1999	39.4688	156	30.75	200
4/21/1999	39.2188	156	29.2188	200
4/20/1999	40.375	156	28.2813	200
4/19/1999	41.125	156	27.75	200
4/16/1999	39.9688	156	28.625	200
4/15/1999	38.7813	156	29.2188	200
4/14/1999	37.0938	156	28.5	200
4/13/1999	37.5938	156	30.25	200
4/12/1999	37.7188	156	30.625	200
4/9/1999	37.3438	156	32.7031	200
4/8/1999	37.125	156	32.7656	200
4/7/1999	36.5938	156	33.0313	200
4/6/1999	36.3438	156	32.6094	200
4/5/1999	36.0938	156	31.875	200
4/1/1999	35.0625	156	30.2188	200
3/31/1999	35.2813	156	29.7188	200
3/30/1999	35.6563	156	30.3906	200
3/29/1999	36.5	156	30.3906	200
3/26/1999	35.7813	156	29.1719	200
3/25/1999	35.7188	156	29.4844	200
3/24/1999	35.4688	156	29.8125	200
3/23/1999	36.375	156	28.6406	200
3/22/1999	36.875	156	28.7813	200
3/19/1999	36.5313	156	29.75	200
3/18/1999	37.3438	156	30.4531	200
3/17/1999	37.1875	156	30.125	200
3/16/1999	36.5625	156	30.0938	200
3/15/1999	36.8438	156	29.4688	200
3/12/1999	36.9688	156	29.5625	200
3/11/1999	37.375	156	29.5313	200
3/10/1999	36.6563	156	29.2188	200
3/9/1999	34.9688	156	28.8281	200
3/8/1999	35.4688	156	29.9063	200
3/5/1999	34.8438	156	28.6563	200
3/4/1999	33.9063	156	28.3438	200
3/3/1999	32.8438	156	28.6719	200
3/2/1999	32.4063	156	27.4531	200
3/1/1999	32.5938	156	29.2656	200
2/26/1999	33.2813	156	29.9844	200
2/25/1999	33.6563	156	31.9375	200
2/24/1999	33.6563	156	32.5938	200
2/23/1999	33.875	156	33.5625	200
2/22/1999	34.0938	156	33.2031	200
2/19/1999	34.25	156	32.0156	200
2/18/1999	34.4375	156	32.0313	200
2/17/1999	34.3125	156	31.1563	200
2/16/1999	34.2813	156	31.5938	200
2/12/1999	34.7188	156	31.625	200
2/11/1999	35.1875	156	33.3125	200
2/10/1999	36.2813	156	32.2031	200
2/9/1999	36.0938	156	31.3281	200
2/8/1999	36.3438	156	33	200
2/5/1999	35.8438	156	31.8906	200
2/4/1999	34.9063	156	32.5313	200
2/3/1999	35.1875	156	34.6719	200
2/2/1999	34.3438	156	33.6563	200
2/1/1999	34.8125	156	34.4688	200
1/29/1999	35.125	156	35.2344	200
1/28/1999	35.5	156	34.2969	200
1/27/1999	35.5	156	33.1875	200
1/26/1999	36.125	156	34.2344	200
1/25/1999	36	156	32.6563	200
1/22/1999	35.6875	156	32.2188	200
1/21/1999	35.5625	156	33.375	200
1/20/1999	35.5	156	34.5625	200
1/19/1999	35.5313	156	34.8438	200
1/15/1999	35.5313	156	33.8438	200
1/14/1999	34.875	156	33.4375	200
1/13/1999	35.25	156	34.75	200
1/12/1999	35.375	156	33.8906	200
1/11/1999	35.625	156	34.9375	200
1/8/1999	37.1563	156	32.4219	200
1/7/1999	37.375	156	32.3125	200
1/6/1999	37.4375	156	32.375	200
1/5/1999	36	156	30.8125	200
1/4/1999	36.3125	156	30.2031	200
12/31/1998	36.5625	156	29.6406	200
12/30/1998	37.3125	156	29.7969	200
12/29/1998	37.8125	156	30.2656	200
12/28/1998	37.25	156	30.5313	200
12/24/1998	37.3125	156	31.25	200
12/23/1998	37.5313	156	31.25	200
12/22/1998	37.4688	156	29.7656	200
12/21/1998	37.4063	156	30.6719	200
12/18/1998	37.9688	156	30	200
12/17/1998	37.4375	156	29.2188	200
12/16/1998	37.7813	156	28.5313	200
12/15/1998	37	156	28.9844	200
12/14/1998	37.2188	156	27.8906	200
12/11/1998	37.3125	156	29.1094	200
12/10/1998	36.875	156	28.6563	200
12/9/1998	36.9688	156	29.7969	200
12/8/1998	36.5938	156	30.0156	200
12/7/1998	36.5	156	29.7344	200
12/4/1998	35.75	156	29.0781	200
12/3/1998	35.2813	156	27.375	200
12/2/1998	35.625	156	28.3906	200
12/1/1998	35.8125	156	28.75	200
11/30/1998	37.5	156	26.9063	200
11/27/1998	37.1875	156	27.5	200
11/25/1998	36.3438	156	27.4375	200
11/24/1998	36.3438	156	27.6094	200
11/23/1998	36.0313	156	28.3906	200
11/20/1998	36	156	28.0156	200
11/19/1998	34.9375	156	28.2188	200
11/18/1998	35.3438	156	27.4688	200
11/17/1998	35.2813	156	27.125	200
11/16/1998	35.7188	156	26.7188	200
11/13/1998	36.4375	156	25.9375	200
11/12/1998	36.4063	156	25.6719	200
11/11/1998	35.125	156	25.9219	200
11/10/1998	35.0625	156	24.3906	200
11/9/1998	36	156	24	200
11/6/1998	36.75	156	23.8594	200
11/5/1998	36.4375	156	23.5	200
11/4/1998	36	156	23.7031	200
11/3/1998	36.5	156	22.6094	200
11/2/1998	36.0313	156	22.9531	200
10/30/1998	35.8125	156	22.2969	200
10/29/1998	36.3438	156	22.4375	200
10/28/1998	35.2188	156	22.3047	200
10/27/1998	34.7813	156	21.8281	200
10/26/1998	35.5938	156	22.2344	200
10/23/1998	35.625	156	21.8125	200
10/22/1998	35.875	156	21.8438	200
10/21/1998	37.7813	156	21.7656	200
10/20/1998	38.2813	156	21.1406	200
10/19/1998	37.4375	156	21.25	200
10/16/1998	38.1563	156	20.9375	200
10/15/1998	37.8125	156	21.1406	200
10/14/1998	37	156	20.6406	200
10/13/1998	36.5	156	20.8906	200
10/12/1998	35.9063	156	21.3594	200
10/9/1998	35.375	156	20.9531	200
10/8/1998	35.8438	156	19.6094	200
10/7/1998	37.0313	156	19.7656	200
10/6/1998	37.875	156	19.9063	200
10/5/1998	37.4375	156	20.1406	200
10/2/1998	36.5	156	20.9688	200
10/1/1998	35.5234	156	20.8594	200
9/30/1998	35.3125	156	21.4375	200
9/29/1998	35.625	156	22.125	200
9/28/1998	34.0313	156	21.75	200
9/25/1998	34.1875	156	22.0781	200
9/24/1998	34.6875	156	21.3281	200
9/23/1998	35.1563	156	21.7656	200
9/22/1998	33.5313	156	20.8906	200
9/21/1998	34.0938	156	21.1563	200
9/18/1998	34.0625	156	20.75	200
9/17/1998	34.2813	156	20.75	200
9/16/1998	34.9063	156	21.2656	200
9/15/1998	35.625	156	21.4844	200
9/14/1998	35.25	156	21.4531	200
9/11/1998	35.2813	156	21.2344	200
9/10/1998	34.8438	156	19.7656	200
9/9/1998	34.3438	156	20.3125	200
9/8/1998	33.7188	156	20.4766	200
9/4/1998	33.0313	156	19.5625	200
9/3/1998	31.9688	156	19.1875	200
9/2/1998	32	156	18.7188	200
9/1/1998	33.1875	156	19	200
8/31/1998	32.7188	156	17.7969	200
8/28/1998	33.7813	156	19.25	200
8/27/1998	34.625	156	19.9375	200
8/26/1998	35.1875	156	20.75	200
8/25/1998	35.1875	156	21.1055	200
8/24/1998	35.2813	156	21.1563	200
8/21/1998	35.4375	156	21.2344	200
8/20/1998	35.6563	156	21.5	200
8/19/1998	35.375	156	22.3906	200
8/18/1998	35.0938	156	22.8594	200
8/17/1998	34.8125	156	22.3906	200
8/14/1998	34.1875	156	21.5469	200
8/13/1998	34.0938	156	21.3125	200
8/12/1998	33.5313	156	21.4063	200
8/11/1998	34	156	21.1406	200
8/10/1998	33.8125	156	21.6563	200
8/7/1998	33.4688	156	21.6719	200
8/6/1998	32.4688	156	21.75	200
8/5/1998	33.0938	156	21.0313	200
8/4/1998	33.5625	156	20.4844	200
8/3/1998	34.25	156	21.2031	200
7/31/1998	35.125	156	21.1094	200
7/30/1998	36.0625	156	21.9063	200
7/29/1998	35.3438	156	21.1563	200
7/28/1998	34.8125	156	21.4063	200
7/27/1998	35.7188	156	21.5156	200
7/24/1998	35.1875	156	20.7656	200
7/23/1998	35.0625	156	20.6406	200
7/22/1998	35.9063	156	20.5938	200
7/21/1998	35.0938	156	20.4063	200
7/20/1998	35.2813	156	20.4375	200
7/17/1998	36.1875	156	20.7813	200
7/16/1998	35.6875	156	21.0625	200
7/15/1998	35.8125	156	21.0625	200
7/14/1998	36.0313	156	20.1719	200
7/13/1998	35.25	156	20.5938	200
7/10/1998	35.8438	156	19.9375	200
7/9/1998	35.875	156	19.9375	200
7/8/1998	36.5938	156	19.5781	200
7/7/1998	36.375	156	18.7813	200
7/6/1998	36.6563	156	18.3711	200
7/2/1998	36.4375	156	18.3125	200
7/1/1998	36.4688	156	18.7969	200
6/30/1998	35.6875	156	18.5313	200
6/29/1998	35.75	156	18.9531	200
6/26/1998	36.125	156	19.0938	200
6/25/1998	36.25	156	18.9063	200
6/24/1998	36.2188	156	19.3438	200
6/23/1998	35.9063	156	18.8125	200
6/22/1998	35.3125	156	18.4688	200
6/19/1998	35.0313	156	17.5	200
6/18/1998	35.375	156	17.4219	200
6/17/1998	35.5	156	17.3125	200
6/16/1998	34.7813	156	17.4531	200
6/15/1998	34.25	156	16.7188	200
6/12/1998	34.6563	156	17.1094	200
6/11/1998	34.0313	156	17.1406	200
6/10/1998	34.4063	156	17.1406	200
6/9/1998	34.9688	156	17.5469	200
6/8/1998	35.5938	156	17.3281	200
6/5/1998	35.9063	156	17.4531	200
6/4/1998	35.1563	156	17.0469	200
